food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg,unit_serving_carotenoids_ug
ASC316,Mango mousse,asc_manual,520.63,124.98,9.14,3.21,8.47,8.89,0.88,5302.87,2240.78,332.63,23.66,51.38,40.02,10.48,19.62,113.71,0.35,0.05,1.27,0.01,0.11,0.01,0.2,125.16,0.33,1.69,0.0,3.31,0.0,39.67,0.03,0.1,0.16,0.19,0.07,1.94,39.67,15.32,844.68,cup,1452.56,348.68,25.5,8.95,23.62,24.81,2.47,14795.0,6251.76,928.04,66.0,143.35,111.66,29.24,54.75,317.25,0.97,0.14,3.55,0.03,0.3,0.02,0.55,349.2,0.92,4.7,0.0,9.24,0.0,110.68,0.07,0.28,0.46,0.52,0.19,5.4,110.68,42.76,2356.66
ASC317,Orange and pineapple cream,asc_manual,422.92,101.18,11.96,1.44,5.43,11.37,1.03,3429.26,1433.94,200.84,15.43,35.0,29.62,8.47,10.17,114.98,0.41,0.03,0.08,0.01,0.22,0.0,0.12,81.63,0.23,0.15,0.0,1.25,0.0,11.85,0.04,0.07,0.15,0.18,0.05,1.96,11.85,22.32,290.68,bowl,376.93,90.18,10.66,1.28,4.84,10.13,0.92,3056.33,1278.0,179.0,13.75,31.19,26.4,7.54,9.06,102.48,0.36,0.02,0.07,0.0,0.2,0.0,0.11,72.75,0.21,0.13,0.0,1.11,0.0,10.56,0.04,0.06,0.13,0.16,0.04,1.75,10.56,19.89,259.07
ASC319,Triffle pudding,asc_manual,493.52,116.97,18.24,2.93,3.93,13.89,0.12,2200.47,1133.24,217.16,36.95,48.72,59.71,8.37,26.95,99.9,0.47,0.04,3.7,0.0,0.07,0.0,0.31,46.81,0.24,0.29,0.07,0.04,1.25,9.82,0.03,0.07,0.2,0.3,0.05,2.51,9.82,6.61,114.87,bowl,1442.31,341.84,53.3,8.57,11.5,40.59,0.34,6430.87,3311.88,634.65,108.0,142.38,174.49,24.45,78.75,291.95,1.38,0.13,10.82,0.0,0.22,0.01,0.92,136.8,0.69,0.84,0.21,0.13,3.65,28.71,0.08,0.21,0.59,0.87,0.14,7.33,28.71,19.31,335.7
ASC320,Snow flakes pudding,asc_manual,399.56,95.21,8.07,4.67,4.97,8.01,0.03,2595.24,1503.27,292.58,57.55,101.33,105.45,8.74,39.6,115.36,0.42,0.04,7.11,0.0,0.01,0.0,0.46,31.13,0.41,0.07,0.13,0.09,2.3,13.36,0.03,0.12,0.08,0.5,0.06,4.45,13.36,1.72,182.53,bowl,1270.6,302.78,25.67,14.87,15.8,25.49,0.11,8252.85,4780.39,930.39,183.0,322.22,335.35,27.78,125.92,366.83,1.33,0.13,22.59,0.01,0.04,0.0,1.46,99.0,1.31,0.22,0.42,0.28,7.3,42.48,0.11,0.37,0.27,1.6,0.18,14.15,42.48,5.47,580.45
ASC321,Kulfi,asc_manual,413.82,98.43,11.3,3.21,4.7,10.39,0.12,2548.1,1467.59,256.8,0.0,111.86,94.04,10.63,23.97,114.04,0.2,0.04,0.92,0.0,0.03,0.02,0.35,0.0,0.47,0.02,0.0,0.1,0.0,6.92,0.03,0.1,0.11,0.32,0.04,1.87,6.92,1.87,185.96,kulfi,1117.82,265.87,30.53,8.67,12.69,28.06,0.33,6882.92,3964.25,693.66,0.0,302.15,254.02,28.71,64.74,308.05,0.53,0.12,2.5,0.01,0.08,0.05,0.94,0.0,1.26,0.04,0.0,0.26,0.0,18.69,0.08,0.28,0.29,0.87,0.11,5.05,18.69,5.04,502.33
ASC322,Steamed orange pudding,asc_manual,1163.99,278.03,41.53,2.34,12.04,26.53,0.58,7542.23,3037.58,479.21,31.86,21.15,83.06,11.23,79.1,108.76,0.55,0.05,0.22,0.0,0.16,0.01,0.23,138.8,0.42,1.25,0.0,1.25,0.05,14.81,0.06,0.03,0.22,0.25,0.04,0.59,14.81,20.23,164.78,large slice,1250.83,298.77,44.62,2.52,12.93,28.51,0.63,8104.88,3264.18,514.96,34.24,22.73,89.26,12.06,85.01,116.87,0.59,0.05,0.24,0.0,0.17,0.01,0.25,149.15,0.45,1.35,0.0,1.35,0.05,15.92,0.06,0.03,0.24,0.27,0.04,0.63,15.92,21.74,177.07
ASC323,Meringue and rice pudding,asc_manual,474.3,112.93,14.6,4.84,4.05,10.87,0.17,2149.55,1205.32,230.63,40.85,85.43,92.81,8.94,44.16,110.88,0.37,0.04,6.81,0.0,0.04,0.01,0.41,22.1,0.32,0.0,0.17,0.07,1.63,11.02,0.04,0.11,0.18,0.52,0.05,3.71,11.02,1.35,151.09,bowl,1062.43,252.96,32.71,10.83,9.07,24.36,0.37,4815.0,2699.92,516.6,91.5,191.37,207.9,20.04,98.92,248.36,0.82,0.1,15.26,0.01,0.1,0.03,0.93,49.5,0.72,0.0,0.39,0.15,3.65,24.69,0.08,0.25,0.4,1.16,0.12,8.3,24.69,3.02,338.44
ASC324,Cheese pudding,asc_manual,1190.38,285.01,19.27,11.29,18.37,18.63,0.05,10555.29,5356.95,851.3,99.76,226.11,196.41,19.03,37.83,81.7,0.87,0.1,18.27,0.05,0.08,0.01,1.53,148.35,0.58,0.1,0.17,0.85,3.03,50.13,0.03,0.1,0.1,0.57,0.06,12.81,50.13,0.25,201.65,large slice,1435.0,343.59,23.23,13.61,22.15,22.46,0.06,12724.4,6457.81,1026.24,120.25,272.57,236.77,22.94,45.6,98.49,1.05,0.13,22.03,0.06,0.1,0.01,1.84,178.83,0.7,0.12,0.21,1.03,3.65,60.43,0.04,0.12,0.12,0.69,0.07,15.44,60.43,0.3,243.09
ASC326,Bread and butter pudding ,asc_manual,705.95,167.94,19.63,5.59,7.88,11.84,0.98,3401.11,2736.33,672.16,55.29,105.54,108.37,19.86,96.3,155.43,0.9,0.1,7.28,0.0,0.18,0.02,0.57,52.72,1.09,0.21,0.11,0.63,1.98,17.38,0.07,0.11,0.43,0.41,0.06,3.65,17.38,1.28,152.5,plate,869.5,206.85,24.17,6.88,9.7,14.59,1.2,4189.03,3370.24,827.88,68.1,129.99,133.47,24.47,118.61,191.44,1.11,0.12,8.97,0.0,0.22,0.02,0.7,64.93,1.34,0.26,0.14,0.78,2.43,21.41,0.08,0.13,0.54,0.51,0.08,4.5,21.41,1.58,187.83
ASC328,Pineapple upside down pudding,asc_manual,1079.36,257.73,35.73,3.15,11.91,22.16,0.8,7195.99,3110.16,541.77,62.13,26.05,81.36,10.27,74.52,81.05,0.68,0.06,3.82,0.0,0.44,0.0,0.35,143.99,0.46,1.03,0.08,1.39,1.37,11.55,0.05,0.05,0.17,0.3,0.06,1.99,11.55,7.23,150.34,large slice,1442.3,344.4,47.75,4.21,15.92,29.62,1.07,9615.64,4155.95,723.94,83.03,34.81,108.71,13.72,99.57,108.31,0.91,0.08,5.1,0.0,0.58,0.01,0.46,192.4,0.61,1.38,0.1,1.86,1.83,15.44,0.07,0.06,0.23,0.4,0.08,2.66,15.44,9.66,200.9
ASC329,Date and nut pie,asc_manual,1348.65,322.42,46.86,3.93,13.31,31.18,4.13,5142.74,2880.34,4381.9,18.85,34.69,77.21,40.61,3.87,291.15,1.54,0.29,1.85,0.01,0.74,0.4,0.75,84.78,0.6,6.32,0.0,9.91,0.0,14.26,0.09,0.04,0.63,0.35,0.13,1.54,14.26,2.83,935.38,bowl,3047.94,728.66,105.91,8.88,30.09,70.47,9.34,11622.6,6509.58,9903.1,42.6,78.4,174.5,91.78,8.75,658.01,3.49,0.65,4.18,0.02,1.67,0.89,1.68,191.6,1.35,14.28,0.0,22.4,0.0,32.22,0.2,0.08,1.43,0.79,0.29,3.48,32.22,6.39,2113.95
ASC330,Stewed apple with custard,asc_manual,392.17,92.87,18.36,1.27,1.82,15.46,1.01,1011.55,448.46,153.56,0.0,49.24,38.25,6.11,16.66,82.79,0.18,0.04,0.51,0.0,0.05,0.3,0.17,0.0,0.13,0.51,0.0,1.34,0.0,3.6,0.02,0.04,0.12,0.15,0.03,0.82,3.6,1.98,151.63,piece,1111.8,263.29,52.05,3.6,5.16,43.83,2.86,2867.75,1271.38,435.35,0.0,139.59,108.45,17.33,47.24,234.71,0.51,0.11,1.43,0.01,0.15,0.84,0.48,0.0,0.37,1.46,0.0,3.81,0.0,10.2,0.06,0.12,0.34,0.43,0.08,2.32,10.2,5.6,429.89
ASC331,Apple snowballs,asc_manual,428.91,101.51,24.58,0.86,0.31,19.4,1.25,74.18,24.63,135.84,0.0,9.43,6.35,4.93,12.8,70.07,0.18,0.04,1.62,0.0,0.02,0.16,0.06,0.0,0.07,0.7,0.07,1.76,0.0,1.79,0.02,0.02,0.12,0.13,0.02,0.45,1.79,1.72,110.44,piece,1113.02,263.42,63.79,2.23,0.81,50.35,3.24,192.5,63.91,352.5,0.0,24.46,16.49,12.8,33.21,181.84,0.46,0.09,4.2,0.01,0.06,0.42,0.15,0.0,0.19,1.83,0.18,4.56,0.0,4.64,0.04,0.04,0.31,0.34,0.05,1.17,4.64,4.46,286.6
ASC332,Hot orange souffle,asc_manual,754.48,179.97,18.77,6.87,8.95,14.93,0.29,4449.16,2758.38,667.97,160.48,53.81,107.81,9.92,58.8,114.96,1.03,0.05,16.83,0.0,0.04,0.01,0.65,128.26,0.77,0.37,0.34,0.72,5.99,25.13,0.05,0.11,0.14,0.75,0.08,8.35,25.13,5.75,230.68,bowl,920.46,219.56,22.9,8.38,10.92,18.21,0.36,5427.98,3365.23,814.92,195.78,65.65,131.53,12.11,71.73,140.25,1.26,0.07,20.53,0.0,0.05,0.01,0.79,156.48,0.94,0.45,0.42,0.88,7.3,30.66,0.06,0.14,0.17,0.91,0.1,10.19,30.66,7.01,281.43
ASC333,Hot chocolate souffle,asc_manual,948.77,226.09,26.21,6.7,11.1,22.88,0.12,5879.2,3446.79,689.07,138.51,60.19,116.29,17.64,54.11,125.67,1.08,0.12,14.96,0.0,0.1,0.0,0.73,111.78,0.83,0.28,0.3,0.6,5.14,21.55,0.04,0.11,0.14,0.69,0.08,7.4,21.55,0.64,149.6,bowl,1347.26,321.05,37.22,9.51,15.77,32.49,0.17,8348.46,4894.44,978.48,196.68,85.47,165.13,25.04,76.83,178.45,1.53,0.18,21.25,0.0,0.15,0.01,1.04,158.73,1.18,0.4,0.42,0.85,7.3,30.6,0.06,0.16,0.2,0.98,0.11,10.51,30.6,0.9,212.43
ASC334,Hot vanilla souffle,asc_manual,809.97,192.93,21.77,6.87,9.07,18.17,0.13,4571.38,2779.99,649.8,153.55,63.2,113.07,9.22,59.59,105.25,0.93,0.05,16.19,0.0,0.04,0.01,0.66,122.73,0.76,0.32,0.33,0.4,5.73,22.59,0.04,0.12,0.11,0.73,0.08,7.89,22.59,0.71,164.85,bowl,1032.71,245.99,27.76,8.76,11.57,23.17,0.17,5828.51,3544.49,828.5,195.78,80.58,144.16,11.75,75.97,134.19,1.18,0.07,20.65,0.0,0.05,0.01,0.84,156.48,0.97,0.4,0.42,0.5,7.3,28.8,0.05,0.15,0.14,0.93,0.1,10.06,28.8,0.9,210.18
ASC335,Plain burfi (Burfi),asc_manual,1705.52,408.32,30.88,9.82,27.96,30.43,0.17,16689.73,7792.14,1336.46,38.12,355.78,284.64,38.12,31.65,325.37,1.5,0.07,25.91,0.07,0.08,0.02,1.43,142.89,1.25,0.09,0.0,0.11,0.0,54.97,0.07,0.07,0.3,0.22,0.04,11.85,54.97,0.12,409.4,burfi,742.84,177.85,13.45,4.28,12.18,13.25,0.07,7269.21,3393.86,582.09,16.6,154.96,123.98,16.6,13.79,141.72,0.65,0.03,11.29,0.03,0.03,0.01,0.62,62.24,0.55,0.04,0.0,0.05,0.0,23.94,0.03,0.03,0.13,0.1,0.02,5.16,23.94,0.05,178.32
ASC336,Coconut burfi (Nariyal ki burfi),asc_manual,1956.59,467.64,32.15,8.81,34.63,31.5,3.5,22149.07,6369.16,1095.02,29.26,272.81,254.63,47.2,27.63,401.32,1.82,0.24,25.37,0.06,0.39,0.01,1.36,109.67,2.03,0.05,0.0,0.63,0.0,46.87,0.06,0.06,0.35,0.19,0.06,9.2,46.87,0.0,344.06,burfi,1110.37,265.38,18.25,5.0,19.65,17.88,1.99,12569.6,3614.5,621.42,16.6,154.82,144.5,26.78,15.68,227.75,1.03,0.14,14.4,0.03,0.22,0.01,0.77,62.24,1.15,0.03,0.0,0.36,0.0,26.6,0.03,0.03,0.2,0.11,0.03,5.22,26.6,0.0,195.25
ASC337,Bottle gourd burfi (Ghiya/Lauki burfi),asc_manual,1153.35,275.96,24.51,5.86,17.68,23.92,0.73,10775.61,4726.01,786.32,26.43,215.85,170.71,24.42,18.15,229.64,0.93,0.06,16.2,0.04,0.07,0.0,0.88,99.07,0.64,0.3,0.0,0.73,0.0,47.22,0.05,0.04,0.2,0.31,0.03,7.95,47.22,1.5,299.01,burfi,831.85,199.03,17.68,4.23,12.75,17.25,0.53,7771.91,3408.64,567.14,19.06,155.68,123.13,17.61,13.09,165.63,0.67,0.05,11.69,0.03,0.05,0.0,0.63,71.46,0.46,0.22,0.0,0.52,0.0,34.06,0.04,0.03,0.14,0.22,0.02,5.73,34.06,1.08,215.66
ASC338,Chocolate burfi,asc_manual,1425.19,339.33,33.15,13.0,17.86,32.38,0.0,11144.92,4918.46,691.69,3.78,466.48,381.58,57.02,39.32,449.04,2.12,0.15,34.59,0.09,0.06,0.0,1.98,14.18,0.13,0.09,0.0,0.03,0.0,73.38,0.09,0.09,0.37,0.25,0.05,15.68,73.38,0.0,175.74,burfi,463.19,110.28,10.78,4.22,5.81,10.52,0.0,3622.1,1598.5,224.8,1.23,151.6,124.01,18.53,12.78,145.94,0.69,0.05,11.24,0.03,0.02,0.0,0.64,4.61,0.04,0.03,0.0,0.01,0.0,23.85,0.03,0.03,0.12,0.08,0.02,5.1,23.85,0.0,57.11
ASC339,Cashewnut burfi (Kaju burfi/Kaju katli),asc_manual,1763.94,421.74,37.92,5.48,28.46,31.43,1.12,11442.67,12146.8,2890.81,38.62,12.95,145.64,89.83,4.23,186.05,1.79,0.68,3.8,0.0,0.52,0.01,1.58,144.73,1.37,1.12,0.0,0.53,0.0,7.33,0.18,0.01,0.3,0.41,0.05,0.75,7.33,0.0,297.37,burfi,505.66,120.9,10.87,1.57,8.16,9.01,0.32,3280.23,3482.08,828.7,11.07,3.71,41.75,25.75,1.21,53.33,0.51,0.2,1.09,0.0,0.15,0.0,0.45,41.49,0.39,0.32,0.0,0.15,0.0,2.1,0.05,0.0,0.09,0.12,0.01,0.21,2.1,0.0,85.25
ASC340,Gram flour burfi (Besan burfi),asc_manual,1768.65,421.79,46.59,11.19,22.41,28.44,3.41,12686.64,5819.96,1840.7,40.13,160.71,181.36,35.67,13.02,226.63,1.47,0.14,11.63,0.03,0.74,0.01,1.06,150.41,1.78,0.24,0.0,2.94,0.0,84.51,0.17,0.08,0.72,0.48,0.16,7.42,84.51,0.0,359.54,burfi,677.61,161.6,17.85,4.29,8.58,10.9,1.31,4860.57,2229.77,705.22,15.38,61.57,69.49,13.67,4.99,86.83,0.56,0.05,4.46,0.01,0.28,0.0,0.41,57.63,0.68,0.09,0.0,1.13,0.0,32.38,0.07,0.03,0.28,0.18,0.06,2.84,32.38,0.0,137.75
ASC341,Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),asc_manual,1796.19,428.71,52.86,6.71,21.86,33.28,4.68,13542.93,4332.25,903.06,27.87,106.42,133.31,32.29,14.4,259.35,1.73,0.27,12.47,0.02,0.87,0.04,1.17,104.47,1.61,2.47,0.0,0.79,0.0,24.15,0.11,0.04,0.47,0.31,0.06,3.32,24.15,0.11,351.44,ladoo,528.4,126.12,15.55,1.97,6.43,9.79,1.38,3984.05,1274.46,265.66,8.2,31.31,39.22,9.5,4.24,76.29,0.51,0.08,3.67,0.01,0.26,0.01,0.34,30.73,0.47,0.73,0.0,0.23,0.0,7.1,0.03,0.01,0.14,0.09,0.02,0.98,7.1,0.03,103.39
ASC342,Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),asc_manual,1942.7,464.43,50.9,5.68,27.03,27.32,6.69,17143.41,4407.23,941.52,33.81,26.72,90.08,34.77,9.06,264.85,1.83,0.36,9.07,0.01,1.14,0.04,1.08,126.74,2.13,2.96,0.0,1.03,0.0,14.32,0.11,0.03,0.54,0.33,0.07,0.51,14.32,0.14,402.22,ladoo,706.66,168.94,18.52,2.06,9.83,9.94,2.43,6235.91,1603.13,342.48,12.3,9.72,32.77,12.65,3.3,96.34,0.67,0.13,3.3,0.0,0.42,0.01,0.39,46.1,0.77,1.08,0.0,0.37,0.0,5.21,0.04,0.01,0.2,0.12,0.03,0.19,5.21,0.05,146.31
ASC343,Gram flour ladoo (Besan ladoo),asc_manual,2001.49,476.91,62.61,8.93,22.76,37.76,4.43,12660.41,5835.77,1995.12,52.34,25.35,88.26,26.77,5.48,142.26,1.51,0.15,2.26,0.0,0.89,0.06,0.74,196.17,2.15,0.8,0.0,3.32,0.0,70.32,0.18,0.06,0.76,0.49,0.17,3.03,70.32,0.0,430.12,ladoo,705.53,168.11,22.07,3.15,8.02,13.31,1.56,4462.79,2057.11,703.28,18.45,8.93,31.11,9.43,1.93,50.15,0.53,0.05,0.8,0.0,0.31,0.02,0.26,69.15,0.76,0.28,0.0,1.17,0.0,24.79,0.06,0.02,0.27,0.17,0.06,1.07,24.79,0.0,151.62
ASC344,Sesame ladoo (Til ke ladoo),asc_manual,1660.91,396.96,43.5,10.7,19.64,38.63,7.72,2954.2,7338.94,8468.23,0.0,631.82,376.6,221.36,18.55,430.91,8.94,0.71,12.15,0.01,1.12,0.11,3.74,0.0,0.59,28.73,0.0,48.18,0.0,66.09,0.18,0.04,1.8,0.32,0.6,1.84,66.09,0.0,34.34,ladoo,456.75,109.16,11.96,2.94,5.4,10.62,2.12,812.4,2018.21,2328.76,0.0,173.75,103.57,60.88,5.1,118.5,2.46,0.2,3.34,0.0,0.31,0.03,1.03,0.0,0.16,7.9,0.0,13.25,0.0,18.17,0.05,0.01,0.5,0.09,0.17,0.5,18.17,0.0,9.44
ASC345,Chenna murki,asc_manual,1066.03,252.69,36.01,10.46,8.2,35.55,0.0,4910.4,2385.58,243.55,0.0,266.85,183.36,15.32,11.4,65.45,0.55,0.09,12.84,0.06,0.07,0.0,1.55,0.0,0.01,0.07,0.0,0.0,0.0,51.77,0.01,0.06,0.07,0.27,0.02,11.67,51.77,0.0,107.63,bowl,960.76,227.74,32.46,9.43,7.39,32.03,0.0,4425.5,2150.0,219.5,0.0,240.5,165.25,13.81,10.27,58.99,0.5,0.08,11.57,0.05,0.06,0.0,1.39,0.0,0.01,0.06,0.0,0.0,0.0,46.65,0.01,0.05,0.06,0.25,0.02,10.52,46.65,0.0,97.0
ASC346,Milk cake,asc_manual,531.52,127.41,9.13,3.01,8.93,8.9,0.06,5166.74,2264.4,337.46,11.56,104.94,84.39,7.48,24.97,109.26,0.2,0.03,0.86,0.0,0.01,0.0,0.29,43.33,0.46,0.0,0.0,0.0,0.0,6.33,0.03,0.1,0.07,0.3,0.04,1.72,6.33,2.79,261.74,slice,1526.8,365.98,26.22,8.65,25.64,25.56,0.18,14841.45,6504.5,969.35,33.21,301.45,242.4,21.48,71.74,313.85,0.56,0.09,2.46,0.01,0.03,0.0,0.85,124.47,1.33,0.0,0.0,0.0,0.0,18.19,0.08,0.28,0.21,0.86,0.1,4.95,18.19,8.0,751.85
ASC347,Ghujia/Lavang latika,asc_manual,3168.67,768.98,13.0,1.86,78.93,6.08,0.52,11406.58,16215.63,47734.15,4.62,31.01,36.13,7.25,3.28,54.27,0.44,0.04,2.51,0.01,0.09,0.01,0.22,17.32,37.19,0.64,0.0,4.88,0.0,6.44,0.02,0.01,0.1,0.09,0.01,1.03,6.44,0.01,72.62,gunjia,3373.57,818.71,13.85,1.98,84.03,6.48,0.55,12144.21,17264.24,50820.96,4.92,33.01,38.47,7.72,3.49,57.78,0.47,0.05,2.67,0.01,0.1,0.01,0.23,18.44,39.6,0.68,0.0,5.19,0.0,6.86,0.02,0.01,0.11,0.09,0.01,1.1,6.86,0.01,77.31
ASC348,Gulab Jamun with khoya,asc_manual,2425.4,586.06,26.09,2.03,53.23,24.12,0.07,7518.45,11074.91,32406.96,0.0,67.32,54.27,7.51,15.09,62.61,0.39,0.04,4.79,0.01,0.03,0.0,0.3,0.0,25.13,0.19,0.0,3.24,0.0,10.49,0.02,0.01,0.07,0.06,0.01,2.19,10.49,0.01,28.45,gulab jamun,3801.01,918.46,40.89,3.18,83.43,37.81,0.12,11782.67,17356.23,50787.11,0.0,105.5,85.05,11.77,23.65,98.13,0.61,0.07,7.5,0.02,0.04,0.0,0.46,0.0,39.38,0.3,0.0,5.08,0.0,16.44,0.02,0.02,0.1,0.09,0.01,3.44,16.44,0.02,44.58
ASC349,Mal pua,asc_manual,2339.17,566.68,17.56,1.71,54.64,11.77,0.62,7039.7,11333.57,33941.02,0.0,30.05,32.74,5.77,6.35,47.87,0.33,0.06,0.78,0.0,0.13,0.01,0.23,0.0,26.47,0.64,0.0,3.5,0.0,3.54,0.03,0.03,0.11,0.14,0.02,0.5,3.54,0.45,68.01,malqura,3500.18,847.94,26.28,2.55,81.75,17.61,0.92,10533.74,16958.79,50787.08,0.0,44.97,48.99,8.64,9.5,71.64,0.49,0.08,1.16,0.0,0.19,0.01,0.34,0.0,39.6,0.96,0.0,5.24,0.0,5.3,0.04,0.04,0.16,0.21,0.03,0.75,5.3,0.67,101.77
ASC350,Shahi tukre,asc_manual,806.27,189.81,41.46,2.76,2.54,34.7,0.51,1156.67,733.66,141.25,0.0,76.47,57.66,9.18,71.04,74.06,0.37,0.08,1.46,0.0,0.09,0.01,0.29,0.0,0.28,0.01,0.0,0.06,0.0,7.46,0.05,0.06,0.29,0.15,0.03,0.85,7.46,0.84,83.98,tukra,821.63,193.43,42.25,2.82,2.59,35.36,0.52,1178.7,747.64,143.94,0.0,77.93,58.76,9.36,72.4,75.47,0.38,0.08,1.48,0.0,0.09,0.01,0.3,0.0,0.28,0.01,0.0,0.07,0.0,7.61,0.05,0.06,0.3,0.15,0.03,0.87,7.61,0.86,85.58
ASC361,Potato samosa (Aloo ka samosa),asc_manual,2377.14,577.39,9.21,1.71,59.19,0.29,1.19,7555.45,12186.44,36936.73,2.33,7.63,21.79,11.38,77.1,137.5,0.5,0.06,0.28,0.0,0.15,0.01,0.22,8.72,28.73,1.71,0.0,9.1,0.0,9.08,0.05,0.01,0.37,0.18,0.04,0.66,9.08,8.0,239.16,samosa,3350.3,813.76,12.97,2.41,83.42,0.41,1.68,10648.53,17175.36,52058.01,3.28,10.75,30.71,16.04,108.66,193.79,0.7,0.08,0.4,0.0,0.21,0.01,0.31,12.29,40.49,2.42,0.0,12.82,0.0,12.8,0.07,0.01,0.52,0.26,0.06,0.93,12.8,11.27,337.07
ASC362,Minced meat samosa (Keema ka samosa),asc_manual,2557.26,620.99,6.14,4.43,64.26,0.5,0.39,9035.79,13708.93,38681.06,16.71,6.7,45.91,7.78,88.64,81.99,0.55,0.04,0.39,0.0,0.07,0.0,0.74,10.04,30.02,0.55,0.0,4.29,0.0,3.42,0.04,0.04,0.98,0.24,0.05,0.58,3.42,0.61,57.98,samosa,3448.9,837.51,8.28,5.97,86.67,0.68,0.52,12186.27,18488.78,52167.86,22.53,9.04,61.92,10.49,119.55,110.57,0.74,0.06,0.53,0.0,0.09,0.0,1.0,13.54,40.49,0.74,0.0,5.78,0.0,4.62,0.05,0.05,1.32,0.32,0.07,0.78,4.62,0.82,78.19
ASC363,Paneer and pea samosa (Paneer matar ka samosa),asc_manual,2569.6,623.81,8.55,4.02,63.65,1.69,1.02,8519.97,13207.58,39205.16,0.0,64.56,56.39,11.02,78.18,52.58,0.53,0.06,3.06,0.01,0.12,0.0,0.54,0.0,30.45,2.12,0.0,9.54,0.0,19.57,0.05,0.02,0.24,0.2,0.04,3.14,19.57,4.94,216.95,samosa,3465.53,841.31,11.53,5.42,85.84,2.28,1.37,11490.61,17812.62,52874.68,0.0,87.07,76.05,14.86,105.44,70.91,0.72,0.08,4.13,0.02,0.17,0.01,0.73,0.0,41.06,2.86,0.0,12.86,0.0,26.39,0.06,0.03,0.33,0.27,0.05,4.24,26.39,6.67,292.59
ASC364,Mathri,asc_manual,3314.32,805.12,12.32,1.75,83.1,0.29,0.6,9984.39,17034.38,52628.26,0.0,5.23,18.49,5.79,64.7,30.35,0.43,0.04,0.04,0.0,0.13,0.01,0.15,0.0,40.89,1.19,0.0,5.96,0.0,2.73,0.02,0.01,0.13,0.12,0.01,0.11,2.73,0.0,51.5,kachori,2890.56,702.18,10.75,1.53,72.47,0.26,0.52,8707.82,14856.41,45899.36,0.0,4.56,16.13,5.05,56.43,26.47,0.37,0.04,0.03,0.0,0.11,0.0,0.13,0.0,35.66,1.03,0.0,5.19,0.0,2.38,0.02,0.01,0.11,0.1,0.01,0.09,2.38,0.0,44.91
ASC365,Khasta kachori,asc_manual,2934.9,712.73,12.81,2.51,72.27,0.34,0.97,8686.8,14816.95,45749.29,0.0,7.84,32.93,12.9,90.56,78.13,0.59,0.06,1.06,0.0,0.16,0.01,0.27,0.0,35.51,1.33,0.0,5.33,0.0,6.34,0.03,0.01,0.21,0.23,0.03,0.12,6.34,0.85,76.1,kachori,2954.81,717.57,12.9,2.53,72.76,0.34,0.98,8745.75,14917.49,46059.73,0.0,7.89,33.15,12.99,91.17,78.66,0.59,0.06,1.07,0.0,0.16,0.01,0.27,0.0,35.75,1.34,0.0,5.36,0.0,6.38,0.03,0.01,0.21,0.23,0.03,0.12,6.38,0.86,76.62
ASC377,Vegetable seekh kebab,asc_manual,2843.04,690.73,5.32,1.57,73.72,0.74,0.59,9169.58,15165.89,46228.74,0.0,32.66,27.84,7.92,83.67,104.53,0.36,0.04,1.5,0.01,0.12,0.01,0.22,0.0,35.92,0.14,0.0,6.5,0.0,8.41,0.02,0.01,0.26,0.09,0.03,1.2,8.41,4.17,101.83,kabab,4677.37,1136.38,8.76,2.59,121.28,1.22,0.96,15085.79,24950.92,76055.52,0.0,53.74,45.81,13.03,137.65,171.96,0.59,0.06,2.46,0.01,0.2,0.01,0.36,0.0,59.1,0.23,0.0,10.69,0.0,13.84,0.04,0.02,0.43,0.14,0.04,1.97,13.84,6.86,167.53
