food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg,unit_serving_carotenoids_ug
ASC205,Ghiya/Lauki Kofta Curry,asc_manual,2627.6,638.71,2.71,0.89,69.4,0.82,0.83,8374.23,14231.61,43896.56,0.23,11.64,15.07,6.58,91.43,60.75,0.33,0.03,0.36,0.0,0.12,0.01,0.11,0.59,34.14,1.02,0.0,7.88,0.0,12.22,0.02,0.01,0.14,0.14,0.03,0.77,12.22,3.07,489.5,bowl,18739.28,4555.07,19.32,6.34,494.95,5.87,5.95,59722.5,101495.59,313057.09,1.65,82.98,107.48,46.94,652.06,433.22,2.35,0.24,2.55,0.01,0.84,0.08,0.8,4.2,243.46,7.28,0.0,56.2,0.0,87.12,0.15,0.11,1.03,0.96,0.23,5.51,87.12,21.87,3490.97
ASC209,Cauliflower musallam (Phoolgobhi musallam),asc_manual,244.37,58.83,4.48,1.89,3.55,1.71,3.06,469.28,672.07,2159.21,0.0,24.61,39.61,20.87,123.36,266.34,0.83,0.06,0.45,0.01,0.26,0.02,0.29,0.0,1.61,3.03,0.0,15.17,0.0,35.56,0.04,0.05,0.38,0.46,0.12,2.12,35.56,33.08,1145.39,bowl,527.77,127.05,9.69,4.09,7.66,3.69,6.6,1013.53,1451.51,4663.35,0.0,53.15,85.55,45.08,266.42,575.22,1.8,0.14,0.98,0.01,0.57,0.04,0.63,0.0,3.47,6.54,0.0,32.76,0.0,76.8,0.09,0.11,0.82,0.99,0.25,4.57,76.8,71.44,2473.76
ASC211,Baked potato with skin ,asc_manual,563.8,135.77,11.11,3.43,8.5,1.66,1.2,5243.81,2214.89,380.72,21.72,90.06,121.89,21.18,354.5,392.71,0.5,0.07,1.18,0.0,0.12,0.02,0.51,86.95,0.26,0.2,0.0,2.52,0.0,12.75,0.05,0.06,0.69,0.37,0.08,1.8,12.75,15.15,225.93,bowl,441.88,106.41,8.71,2.69,6.66,1.3,0.94,4109.84,1735.92,298.39,17.02,70.58,95.53,16.6,277.84,307.79,0.39,0.06,0.92,0.0,0.1,0.01,0.4,68.15,0.2,0.16,0.0,1.98,0.0,9.99,0.04,0.04,0.54,0.29,0.06,1.41,9.99,11.88,177.07
ASC213,Baked brinjal in tomato sauce,asc_manual,161.02,38.63,4.13,1.58,1.62,2.2,2.34,423.59,344.28,726.7,0.0,26.24,31.14,15.57,79.66,187.99,0.32,0.07,0.7,0.01,0.13,0.0,0.24,0.0,0.61,7.24,0.0,18.44,0.0,24.14,0.05,0.05,0.49,0.24,0.08,1.98,24.14,15.87,3493.72,bowl,693.79,166.44,17.79,6.81,7.0,9.46,10.08,1825.15,1483.43,3131.16,0.0,113.05,134.18,67.07,343.22,810.02,1.38,0.3,3.03,0.03,0.55,0.0,1.03,0.0,2.63,31.18,0.0,79.44,0.0,103.99,0.19,0.21,2.11,1.02,0.34,8.55,103.99,68.38,15053.58
ASC215,Spinach paneer (Palak paneer),asc_manual,323.55,77.68,4.43,4.03,4.76,2.55,1.91,1587.57,1101.39,1711.86,0.0,113.25,69.62,54.13,166.87,386.63,1.85,0.13,4.23,0.03,0.71,0.01,0.68,0.0,1.83,2.31,0.0,170.45,0.0,90.37,0.1,0.07,0.34,0.25,0.11,5.39,90.37,20.38,5906.13,bowl,956.09,229.55,13.09,11.92,14.07,7.54,5.63,4691.28,3254.6,5058.54,0.0,334.65,205.73,159.94,493.09,1142.49,5.47,0.37,12.5,0.09,2.09,0.03,2.02,0.0,5.41,6.83,0.0,503.69,0.0,267.05,0.29,0.21,1.0,0.73,0.34,15.91,267.05,60.21,17452.62
ASC217,Sarson ka saag,asc_manual,364.17,87.84,5.33,3.0,5.86,0.75,3.69,3303.1,1432.99,570.51,13.24,134.41,61.91,55.11,165.45,399.56,2.43,0.2,5.07,0.03,0.67,0.02,0.65,50.77,0.86,4.37,0.0,176.6,0.0,90.78,0.09,0.16,0.57,0.26,0.16,2.01,90.78,42.12,5512.58,bowl,515.16,124.26,7.53,4.25,8.29,1.07,5.22,4672.57,2027.11,807.04,18.74,190.14,87.57,77.96,234.05,565.22,3.44,0.28,7.17,0.04,0.94,0.03,0.91,71.82,1.22,6.18,0.0,249.82,0.0,128.42,0.13,0.22,0.81,0.37,0.23,2.85,128.42,59.58,7798.09
ASC218,Jackfruit sabzi (Kathal ki sabzi),asc_manual,2572.48,625.4,3.4,0.69,67.6,2.59,1.02,8126.67,13872.31,42800.21,0.0,9.85,8.83,8.88,58.95,80.75,0.27,0.05,0.03,0.0,0.12,0.01,0.08,0.0,33.29,2.18,0.0,13.52,0.0,8.9,0.02,0.01,0.15,0.07,0.06,0.95,8.9,3.91,479.51,bowl,9290.91,2258.72,12.28,2.49,244.13,9.35,3.7,29350.69,50101.95,154579.39,0.0,35.57,31.9,32.06,212.9,291.64,0.98,0.2,0.12,0.01,0.44,0.04,0.28,0.0,120.23,7.86,0.0,48.81,0.0,32.14,0.06,0.02,0.54,0.24,0.2,3.42,32.14,14.11,1731.81
ASC220,Al yakhani,asc_manual,610.8,147.54,4.65,2.86,13.14,3.56,1.27,2256.26,2791.78,7477.29,4.74,103.88,84.26,18.73,206.24,198.35,0.46,0.04,1.71,0.0,0.46,0.02,0.42,12.07,5.77,0.69,0.0,3.07,0.0,26.19,0.05,0.12,0.2,0.46,0.06,2.25,26.19,2.33,57.56,bowl,1417.06,342.3,10.78,6.63,30.49,8.26,2.95,5234.52,6476.92,17347.3,11.0,241.0,195.48,43.46,478.47,460.17,1.07,0.09,3.97,0.01,1.07,0.05,0.97,28.0,13.39,1.59,0.0,7.13,0.0,60.75,0.11,0.29,0.46,1.07,0.13,5.22,60.75,5.41,133.54
ASC221,Shahi paneer,asc_manual,649.74,156.5,6.64,5.06,12.34,5.01,1.4,7253.38,3336.88,668.64,23.7,125.38,97.37,18.29,215.35,170.6,0.62,0.07,4.74,0.02,0.24,0.02,0.76,92.19,0.66,4.9,0.0,13.53,0.0,30.3,0.04,0.07,0.45,0.28,0.09,5.26,30.3,11.89,2763.73,bowl,1685.04,405.86,17.22,13.13,32.01,13.0,3.64,18810.91,8653.86,1734.04,61.47,325.15,252.53,47.43,558.48,442.44,1.61,0.18,12.28,0.06,0.62,0.05,1.96,239.07,1.7,12.71,0.0,35.08,0.0,78.58,0.1,0.18,1.16,0.73,0.23,13.65,78.58,30.83,7167.45
ASC222,Paneer in butter sauce,asc_manual,607.5,145.61,9.7,6.99,8.81,7.49,1.5,5258.02,2378.26,392.42,9.9,170.59,126.58,23.01,151.45,158.34,0.85,0.09,7.45,0.04,0.41,0.02,1.06,45.94,0.2,4.28,0.0,12.88,0.0,41.32,0.04,0.06,0.36,0.31,0.08,7.71,41.32,11.49,2146.72,bowl,952.5,228.3,15.21,10.95,13.81,11.74,2.35,8244.06,3728.88,615.27,15.53,267.46,198.46,36.08,237.46,248.26,1.33,0.14,11.67,0.06,0.64,0.03,1.66,72.03,0.31,6.71,0.0,20.2,0.0,64.79,0.06,0.09,0.56,0.48,0.13,12.1,64.79,18.02,3365.84
ASC223,Methi malai paneer,asc_manual,810.16,194.98,8.15,7.34,14.76,6.0,1.47,5462.57,3671.44,4730.85,7.11,183.96,135.4,22.08,221.16,125.72,0.77,0.09,6.59,0.03,0.45,0.04,1.06,37.62,3.61,1.77,0.0,17.2,0.0,38.2,0.06,0.09,0.28,0.39,0.07,7.23,38.2,7.03,602.57,bowl,1566.66,377.04,15.76,14.2,28.54,11.6,2.85,10563.24,7099.65,9148.28,13.75,355.73,261.83,42.7,427.67,243.11,1.49,0.18,12.74,0.06,0.86,0.08,2.04,72.75,6.98,3.43,0.0,33.27,0.0,73.86,0.11,0.17,0.53,0.74,0.13,13.97,73.86,13.6,1165.22
ASC224,Chilli paneer,asc_manual,3199.66,777.51,3.31,2.1,84.01,1.5,0.5,10750.48,17529.38,52208.83,0.34,42.9,38.62,8.81,89.04,54.25,0.36,0.05,2.31,0.01,0.06,0.01,0.32,0.88,40.54,0.42,0.0,8.62,0.0,9.67,0.02,0.02,0.18,0.08,0.02,1.87,9.67,1.64,1217.75,bowl,9499.15,2308.28,9.82,6.24,249.41,4.46,1.49,31916.02,52041.23,154997.59,1.0,127.37,114.65,26.17,264.34,161.05,1.06,0.15,6.86,0.03,0.17,0.04,0.95,2.6,120.36,1.23,0.0,25.59,0.0,28.7,0.06,0.07,0.52,0.23,0.06,5.55,28.7,4.87,3615.27
ASC227,Roghan josh,asc_manual,582.69,139.59,4.93,9.56,9.02,2.66,2.08,622.68,707.05,1802.96,1.4,112.33,106.87,21.0,204.31,294.04,1.77,0.08,0.78,0.01,0.71,0.11,0.3,3.56,1.35,2.76,0.0,13.33,0.0,15.4,0.11,0.12,3.22,0.19,0.07,1.18,15.4,5.26,2383.17,bowl,1375.22,329.44,11.63,22.56,21.29,6.28,4.9,1469.58,1668.7,4255.17,3.3,265.1,252.22,49.55,482.2,693.97,4.17,0.18,1.84,0.01,1.67,0.25,0.71,8.4,3.18,6.51,0.0,31.47,0.0,36.34,0.27,0.28,7.59,0.44,0.17,2.77,36.34,12.41,5624.51
ASC228,Spinach mutton (Palak mutton),asc_manual,335.43,80.32,3.45,5.74,4.71,1.42,2.23,396.51,365.38,1027.28,0.68,96.88,68.66,54.93,121.1,464.28,2.38,0.12,1.45,0.02,0.92,0.05,0.38,1.73,1.32,1.47,0.0,173.65,0.0,80.52,0.14,0.11,1.73,0.2,0.11,2.7,80.52,18.13,6071.28,bowl,1630.22,390.38,16.76,27.91,22.89,6.88,10.85,1927.08,1775.78,4992.67,3.3,470.83,333.7,266.98,588.57,2256.47,11.55,0.61,7.06,0.08,4.47,0.26,1.86,8.4,6.4,7.16,0.0,843.97,0.0,391.34,0.67,0.53,8.42,0.99,0.54,13.12,391.34,88.11,29507.01
ASC230,Keema kofta curry,asc_manual,643.38,154.45,5.64,9.77,10.39,2.14,1.51,3273.04,3229.65,2994.87,57.79,49.89,118.72,22.07,311.51,251.56,1.25,0.08,4.44,0.0,0.41,0.04,1.65,19.41,2.27,2.28,0.06,8.13,1.1,15.98,0.08,0.12,2.11,0.6,0.15,3.04,15.98,5.87,1054.57,kofta,265.86,63.82,2.33,4.04,4.29,0.88,0.62,1352.5,1334.57,1237.56,23.88,20.61,49.06,9.12,128.72,103.95,0.52,0.03,1.84,0.0,0.17,0.02,0.68,8.02,0.94,0.94,0.03,3.36,0.46,6.6,0.03,0.05,0.87,0.25,0.06,1.25,6.6,2.43,435.77
ASC231,Kashmiri mutton koftas (Gushtaba),asc_manual,405.6,97.42,3.04,6.33,6.77,2.13,0.62,2896.49,2194.37,1102.68,25.31,52.53,86.43,15.88,130.11,171.55,0.85,0.05,0.95,0.0,0.4,0.02,1.14,18.05,0.79,0.32,0.0,1.14,0.0,7.39,0.05,0.1,1.41,0.36,0.09,1.32,7.39,1.06,49.88,gushtaba,1233.13,296.19,9.25,19.26,20.57,6.46,1.9,8806.06,6671.42,3352.41,76.94,159.72,262.77,48.26,395.57,521.56,2.58,0.15,2.89,0.0,1.23,0.05,3.48,54.88,2.41,0.98,0.0,3.48,0.0,22.46,0.15,0.29,4.29,1.11,0.26,4.01,22.46,3.22,151.65
ASC232,Mutton yakhni,asc_manual,434.62,104.13,0.84,8.27,7.7,0.13,0.67,239.48,472.15,1137.71,0.0,88.61,72.01,8.54,101.02,154.3,1.66,0.02,0.12,0.0,0.71,0.02,0.1,0.0,0.86,0.44,0.0,1.41,0.0,2.81,0.09,0.07,3.07,0.01,0.01,0.04,2.81,0.04,19.19,bowl,1008.97,241.73,1.96,19.2,17.88,0.29,1.56,555.96,1096.09,2641.19,0.0,205.71,167.18,19.82,234.51,358.21,3.85,0.05,0.28,0.0,1.66,0.06,0.24,0.0,2.0,1.01,0.0,3.28,0.0,6.51,0.2,0.15,7.12,0.03,0.02,0.09,6.51,0.09,44.55
ASC233,Chicken yakhni,asc_manual,413.28,99.0,0.78,10.66,6.1,0.12,0.62,608.83,906.32,1222.13,29.29,28.24,91.52,17.47,97.38,175.38,0.93,0.15,8.94,0.0,0.67,0.02,0.47,3.31,0.93,0.4,0.66,1.3,13.23,5.25,0.06,0.03,3.96,0.56,0.26,1.99,5.25,0.04,14.1,bowl,1042.08,249.63,1.96,26.88,15.38,0.29,1.56,1535.16,2285.29,3081.59,73.86,71.2,230.78,44.06,245.55,442.21,2.35,0.38,22.55,0.0,1.68,0.06,1.17,8.35,2.35,1.01,1.66,3.28,33.36,13.24,0.14,0.09,9.99,1.41,0.65,5.02,13.24,0.09,35.55
ASC234,Mutton do piaza,asc_manual,762.28,183.3,4.14,9.39,14.41,2.9,1.93,5648.94,2965.96,673.42,77.86,118.61,120.41,18.38,118.62,240.92,1.63,0.07,6.76,0.0,0.52,0.02,0.5,110.97,0.75,0.48,0.13,4.79,2.22,20.46,0.09,0.13,2.28,0.41,0.08,3.93,20.46,2.25,357.27,bowl,2507.89,603.07,13.61,30.88,47.41,9.56,6.34,18585.0,9758.01,2215.55,256.16,390.24,396.15,60.48,390.25,792.62,5.38,0.22,22.23,0.01,1.71,0.06,1.66,365.09,2.46,1.57,0.42,15.78,7.3,67.3,0.3,0.44,7.5,1.34,0.27,12.93,67.3,7.42,1175.4
ASC236,Mutton chops,asc_manual,2732.12,663.64,1.48,4.03,71.31,0.42,0.17,8390.57,14216.69,43506.75,13.32,36.18,39.65,2.32,51.03,70.56,0.64,0.02,1.67,0.0,0.04,0.0,0.09,7.68,33.85,0.04,0.03,4.62,0.52,4.77,0.04,0.04,1.23,0.08,0.02,0.77,4.77,1.07,23.11,chop,9552.45,2320.31,5.17,14.09,249.34,1.46,0.6,29336.38,49706.54,152114.83,46.58,126.49,138.63,8.11,178.43,246.69,2.22,0.06,5.85,0.0,0.12,0.0,0.32,26.85,118.34,0.14,0.1,16.15,1.83,16.68,0.14,0.14,4.29,0.27,0.06,2.71,16.68,3.75,80.82
ASC237,Shammi kebab,asc_manual,2822.97,685.69,3.54,4.52,72.61,0.31,1.05,9453.59,15312.34,44621.43,24.6,13.11,53.08,11.03,54.27,110.92,0.75,0.07,4.18,0.0,0.21,0.01,0.75,7.96,34.6,0.21,0.03,5.33,0.53,12.0,0.04,0.04,0.85,0.27,0.05,1.09,12.0,0.96,73.57,kabab,4833.14,1173.95,6.06,7.73,124.31,0.54,1.8,16185.25,26215.88,76395.24,42.13,22.45,90.88,18.89,92.92,189.9,1.28,0.12,7.15,0.0,0.37,0.02,1.29,13.63,59.23,0.37,0.05,9.13,0.91,20.55,0.07,0.08,1.45,0.47,0.09,1.87,20.55,1.64,125.96
ASC238,Scotch egg,asc_manual,2786.45,676.89,1.91,4.05,72.62,0.3,0.36,9440.14,15346.36,44593.11,48.59,15.03,48.31,6.8,90.67,72.34,0.6,0.04,4.86,0.0,0.13,0.01,0.57,22.43,34.71,0.13,0.09,6.03,1.6,8.94,0.03,0.05,0.62,0.29,0.05,2.39,8.94,0.76,82.2,piece,9542.35,2318.05,6.53,13.87,248.7,1.01,1.23,32328.24,52554.38,152711.33,166.4,51.47,165.44,23.3,310.52,247.73,2.05,0.13,16.64,0.0,0.44,0.02,1.96,76.82,118.86,0.46,0.31,20.66,5.48,30.63,0.11,0.16,2.11,0.99,0.18,8.18,30.63,2.59,281.51
ASC239,Shepherd's pie (with minced meat),asc_manual,593.85,142.78,8.06,7.45,8.88,1.7,1.05,4273.49,2828.23,1052.16,33.31,21.3,92.81,20.37,197.25,357.88,0.84,0.08,1.08,0.0,0.1,0.01,1.35,36.13,0.7,0.19,0.0,1.89,0.0,11.21,0.09,0.08,2.1,0.52,0.12,1.7,11.21,10.31,139.26,dish,1114.21,267.88,15.12,13.98,16.66,3.19,1.96,8018.14,5306.46,1974.12,62.5,39.96,174.14,38.22,370.09,671.47,1.58,0.15,2.03,0.0,0.18,0.01,2.54,67.79,1.31,0.36,0.0,3.55,0.0,21.04,0.16,0.14,3.94,0.97,0.23,3.18,21.04,19.35,261.28
ASC240,Chicken curry,asc_manual,538.96,129.22,3.38,11.79,7.57,1.79,1.41,821.08,1119.97,2005.92,31.25,27.29,107.81,21.89,108.0,253.49,0.87,0.19,9.56,0.0,0.42,0.05,0.56,4.07,1.56,2.9,0.7,8.57,14.02,15.61,0.07,0.05,4.28,0.71,0.32,2.95,15.61,6.77,1284.19,bowl,1336.22,320.38,8.38,29.24,18.77,4.44,3.49,2035.67,2776.69,4973.17,77.49,67.66,267.29,54.28,267.77,628.45,2.15,0.46,23.7,0.01,1.05,0.12,1.39,10.1,3.87,7.19,1.73,21.25,34.75,38.7,0.18,0.12,10.62,1.75,0.79,7.3,38.7,16.79,3183.83
ASC242,Butter chicken,asc_manual,571.18,137.0,3.74,10.92,8.7,2.37,1.32,3047.65,1620.51,424.98,39.26,25.28,102.52,23.27,26.21,319.53,0.92,0.2,8.61,0.0,0.27,0.01,0.51,48.98,0.82,3.58,0.63,9.53,12.63,14.84,0.14,0.05,4.13,0.62,0.3,2.99,14.84,11.86,1884.16,large piece,1571.91,377.04,10.31,30.06,23.94,6.52,3.64,8387.29,4459.73,1169.58,108.03,69.57,282.13,64.04,72.14,879.35,2.54,0.54,23.69,0.01,0.73,0.03,1.41,134.79,2.27,9.86,1.73,26.23,34.75,40.85,0.38,0.15,11.37,1.72,0.83,8.23,40.85,32.65,5185.3
ASC243,Chicken kebab,asc_manual,3001.14,729.41,1.11,3.71,78.89,0.24,0.21,9436.36,16046.74,49118.18,9.94,3.46,31.71,5.24,69.76,62.67,0.28,0.06,3.02,0.0,0.08,0.01,0.15,1.12,38.19,0.16,0.22,5.52,4.49,3.09,0.02,0.01,1.33,0.21,0.09,0.78,3.09,0.33,11.32,kabab,3718.42,903.73,1.38,4.59,97.74,0.29,0.26,11691.65,19881.91,60857.43,12.31,4.28,39.28,6.49,86.43,77.65,0.34,0.07,3.74,0.0,0.1,0.01,0.19,1.39,47.32,0.2,0.28,6.84,5.56,3.83,0.02,0.01,1.64,0.26,0.12,0.96,3.83,0.41,14.03
ASC244,Chilli chicken,asc_manual,823.97,198.83,2.86,9.57,16.56,0.93,0.99,1902.34,3048.34,8403.86,23.87,12.97,84.35,16.48,223.75,207.3,0.66,0.14,8.2,0.0,0.17,0.01,0.39,2.7,6.5,1.53,0.58,6.13,10.78,13.33,0.05,0.04,3.34,0.61,0.25,2.98,13.33,14.27,312.17,bowl,3187.27,769.13,11.06,37.03,64.07,3.6,3.84,7358.64,11791.59,32507.82,92.32,50.19,326.29,63.73,865.49,801.88,2.54,0.53,31.73,0.01,0.66,0.05,1.51,10.44,25.16,5.93,2.25,23.72,41.7,51.55,0.21,0.17,12.92,2.37,0.98,11.51,51.55,55.19,1207.54
ASC245,Fried chicken with tomato sauce (Fried chicken tamatar ki chutney kay saath),asc_manual,521.48,125.03,2.51,11.48,7.61,1.16,1.13,881.22,1099.94,1993.2,31.09,16.09,101.91,17.77,107.56,242.34,0.64,0.17,9.42,0.0,0.09,0.01,0.49,3.52,1.59,3.79,0.7,11.02,14.04,14.07,0.07,0.04,4.27,0.68,0.31,2.69,14.07,8.71,2774.02,piece,645.34,154.73,3.1,14.2,9.42,1.43,1.4,1090.51,1361.18,2466.58,38.47,19.91,126.11,21.99,133.11,299.89,0.79,0.21,11.66,0.0,0.11,0.01,0.6,4.35,1.97,4.7,0.86,13.64,17.38,17.41,0.09,0.05,5.29,0.85,0.38,3.33,17.41,10.78,3432.85
ASC246,Fish curry (Machli curry),asc_manual,461.62,111.13,3.77,8.76,6.69,2.02,1.89,1587.29,2191.97,3792.81,19.22,52.06,101.87,24.11,184.71,241.98,1.09,0.08,20.64,0.01,0.7,0.08,0.53,2.63,3.64,3.0,0.33,8.35,0.41,15.93,0.03,0.04,1.16,0.61,0.15,0.9,15.93,8.85,1231.96,bowl,1172.38,282.23,9.58,22.25,16.99,5.12,4.79,4031.25,5566.95,9632.61,48.82,132.22,258.72,61.23,469.12,614.56,2.77,0.19,52.42,0.01,1.78,0.2,1.34,6.67,9.24,7.62,0.84,21.21,1.03,40.45,0.07,0.1,2.96,1.54,0.39,2.28,40.45,22.48,3128.81
ASC247,Fried fish (Indian style) (Tali hui machli),asc_manual,2711.38,658.54,5.4,4.35,68.88,0.4,0.61,8336.42,14107.74,43531.64,6.57,11.11,46.9,10.23,156.94,75.49,0.56,0.05,9.26,0.0,0.1,0.0,0.2,2.31,33.9,0.26,0.03,4.94,0.74,9.96,0.03,0.03,0.51,0.28,0.04,1.22,9.96,2.04,41.26,piece,9584.72,2327.95,19.11,15.36,243.49,1.4,2.15,29469.26,49870.86,153884.33,23.24,39.29,165.79,36.15,554.77,266.85,1.98,0.16,32.75,0.01,0.36,0.01,0.72,8.17,119.85,0.92,0.11,17.48,2.63,35.19,0.12,0.09,1.8,0.98,0.15,4.3,35.19,7.22,145.86
ASC248,Fried fish and Chips (English Style) (Tali hui machli aur chips),asc_manual,2682.09,651.75,2.77,3.36,69.69,0.17,0.29,8701.07,14320.4,43724.44,12.51,6.56,40.2,8.05,72.73,90.72,0.26,0.03,5.08,0.0,0.04,0.01,0.15,7.89,34.08,0.47,0.1,5.39,0.4,4.54,0.02,0.01,0.33,0.23,0.04,0.47,4.54,3.18,202.62,fillet,18714.31,4547.58,19.33,23.45,486.29,1.18,1.99,60711.73,99920.56,305087.28,87.31,45.79,280.5,56.18,507.49,633.03,1.83,0.2,35.47,0.01,0.25,0.05,1.03,55.06,237.8,3.26,0.72,37.61,2.82,31.65,0.13,0.08,2.28,1.62,0.25,3.25,31.65,22.16,1413.77
ASC250,Baked fish with cheese sauce,asc_manual,475.32,113.96,4.06,8.64,7.02,3.22,0.08,4187.38,1786.8,454.57,21.37,115.64,170.77,16.84,209.48,158.51,0.26,0.04,9.25,0.01,0.03,0.01,0.54,43.9,0.55,0.11,0.17,0.49,0.28,8.3,0.04,0.09,0.46,0.56,0.07,1.53,8.3,2.82,136.3,bowl,1681.44,403.14,14.38,30.55,24.84,11.38,0.27,14812.87,6320.81,1608.04,75.59,409.08,604.1,59.57,741.02,560.74,0.92,0.13,32.72,0.02,0.11,0.04,1.9,155.29,1.96,0.38,0.61,1.74,0.99,29.36,0.14,0.32,1.62,1.99,0.24,5.41,29.36,9.97,482.15
ASC251,Fish tikka,asc_manual,489.08,117.33,3.91,16.0,4.15,1.18,1.18,807.2,800.24,2221.32,32.73,31.98,178.14,35.5,503.44,296.43,1.41,0.13,45.21,0.01,0.23,0.02,0.63,11.51,1.91,0.45,0.15,2.74,3.7,13.02,0.07,0.09,2.06,1.08,0.14,4.63,13.02,2.54,160.26,piece,173.62,41.65,1.39,5.68,1.47,0.42,0.42,286.55,284.09,788.57,11.62,11.35,63.24,12.6,178.72,105.23,0.5,0.04,16.05,0.0,0.08,0.01,0.22,4.09,0.68,0.16,0.05,0.97,1.31,4.62,0.02,0.03,0.73,0.38,0.05,1.64,4.62,0.9,56.89
ASC252,Tandoori fish,asc_manual,400.97,95.98,2.37,11.19,4.64,1.6,0.58,1838.98,952.48,1468.22,23.41,37.27,138.54,24.8,123.94,226.36,0.46,0.05,16.08,0.01,0.14,0.01,0.43,19.21,1.43,1.41,0.33,3.59,0.53,11.79,0.05,0.05,0.88,0.71,0.11,0.56,11.79,8.42,658.16,piece,936.76,224.23,5.55,26.15,10.85,3.75,1.36,4296.31,2225.24,3430.14,54.7,87.08,323.67,57.94,289.56,528.84,1.08,0.11,37.57,0.02,0.32,0.01,1.0,44.89,3.33,3.29,0.76,8.38,1.24,27.55,0.11,0.12,2.05,1.66,0.26,1.32,27.55,19.66,1537.64
ASC256,Deviled egg,asc_manual,409.48,98.56,2.23,4.97,7.72,0.82,1.15,1331.7,3958.76,1711.92,118.13,36.84,76.96,21.3,117.29,185.41,1.51,0.08,14.37,0.01,0.17,0.02,0.59,66.85,1.93,3.82,0.26,35.48,4.57,30.29,0.05,0.1,0.25,0.56,0.11,6.77,30.29,11.53,4136.37,egg,654.14,157.45,3.56,7.93,12.33,1.32,1.84,2127.38,6324.12,2734.79,188.72,58.85,122.94,34.03,187.37,296.19,2.41,0.13,22.95,0.01,0.28,0.03,0.93,106.8,3.09,6.1,0.42,56.68,7.3,48.39,0.07,0.16,0.4,0.9,0.17,10.81,48.39,18.42,6607.85
ASC259,Sprouted moong salad ,asc_manual,158.65,37.81,5.48,2.29,0.74,2.13,0.95,354.69,160.55,165.36,1.62,54.56,55.09,22.92,116.38,254.18,1.45,0.06,1.73,0.01,0.18,0.02,0.39,4.12,0.05,1.82,0.0,25.53,0.0,24.42,0.06,0.08,0.42,0.24,0.09,1.25,24.42,13.67,2753.77,bowl,323.26,77.03,11.17,4.66,1.51,4.35,1.93,722.68,327.12,336.93,3.3,111.16,112.24,46.69,237.12,517.88,2.96,0.13,3.52,0.01,0.36,0.04,0.8,8.4,0.11,3.72,0.0,52.02,0.0,49.76,0.12,0.16,0.85,0.49,0.18,2.55,49.76,27.84,5610.81
ASC260,Tossed salad,asc_manual,261.03,62.96,4.95,1.02,4.22,1.56,2.15,630.66,2940.8,449.89,0.0,32.37,29.21,17.76,77.5,232.98,0.86,0.06,0.96,0.01,0.16,0.01,0.23,0.0,0.25,1.07,0.0,29.23,0.0,29.23,0.04,0.03,0.31,0.15,0.09,2.1,29.23,25.13,2432.12,bowl,890.12,214.69,16.88,3.49,14.39,5.31,7.33,2150.54,10028.12,1534.14,0.0,110.39,99.61,60.57,264.28,794.47,2.93,0.19,3.27,0.02,0.55,0.03,0.79,0.0,0.85,3.63,0.0,99.66,0.0,99.67,0.12,0.11,1.06,0.5,0.29,7.15,99.67,85.7,8293.53
ASC261,Mixed vegetable salad with curd sauce,asc_manual,252.12,60.28,7.03,4.23,1.5,2.16,3.79,880.42,364.96,160.55,4.09,65.51,67.79,32.94,116.66,267.24,1.35,0.13,1.91,0.01,0.31,0.03,0.67,17.41,0.15,5.01,0.0,36.95,0.0,40.08,0.13,0.09,0.66,0.42,0.18,3.32,40.08,17.52,3408.86,bowl,543.12,129.86,15.15,9.11,3.23,4.65,8.16,1896.6,786.2,345.85,8.8,141.13,146.04,70.95,251.3,575.69,2.9,0.27,4.11,0.01,0.67,0.06,1.45,37.5,0.33,10.8,0.0,79.6,0.0,86.34,0.27,0.18,1.42,0.91,0.38,7.15,86.34,37.73,7343.38
